[INFO ] 2025-06-29 04:14:16,451 [main]  com.oltpbenchmark.ThreadBench runRateLimitedMultiPhase - TERMINATE :: Waiting for all terminals to finish ..
[INFO ] 2025-06-29 04:14:16,666 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Starting WatchDogThread
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - ======================================================================
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - Rate limited reqs/s: Results(state=EXIT, nanoSeconds=3600000000012, measuredRequests=21259744) = 5905.484444424759 requests/sec (throughput), 6428.25027775635 requests/sec (goodput)
[INFO ] 2025-06-29 04:14:21,078 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output Raw data into file: tpcc_2025-06-29_04-14-21.raw.csv
[INFO ] 2025-06-29 04:14:36,675 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Worker Thread Status:


[INFO ] 2025-06-29 04:14:36,984 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output samples into file: tpcc_2025-06-29_04-14-21.samples.csv
[INFO ] 2025-06-29 04:14:37,642 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output summary data into file: tpcc_2025-06-29_04-14-21.summary.json
[INFO ] 2025-06-29 04:14:37,647 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS parameters into file: tpcc_2025-06-29_04-14-21.params.json
[INFO ] 2025-06-29 04:14:37,651 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS metrics into file: tpcc_2025-06-29_04-14-21.metrics.json
[INFO ] 2025-06-29 04:14:37,653 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output benchmark config into file: tpcc_2025-06-29_04-14-21.config.xml
[INFO ] 2025-06-29 04:14:37,674 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output results into file: tpcc_2025-06-29_04-14-21.results.csv with window size 5
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - Workload Histograms:

Completed Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [10396495] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [10033542] *****************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus/03                      [  932932] *******
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [  844793] ******
com.oltpbenchmark.benchmarks.tpcc.procedures.StockLevel/05                       [  933939] *******

Aborted Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [104849] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [ 87491] ******************************************************************

Rejected Transactions (Server Retry):
<EMPTY>

Rejected Transactions (Retry Different):
<EMPTY>

Unexpected SQL Errors:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [ 519] **************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [2914] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [2214] ************************************************************

Unknown Status Transactions:
<EMPTY>


[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[1]+  완료                  nohup ./run_tpcc.sh > tmp2 1>&1
minsky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ ^C





insky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ cat results/tpcc_2025-06-29_04-14-21.results.csv
Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
[291] :: 2653 ~ 2654, 976 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[292] :: 2690 ~ 2691, 1039 ms, 123 (MB), Reclaimed Zone : 1, ZLV: 0.859161
[293] :: 2701 ~ 2702, 1116 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.954301
[294] :: 2702 ~ 2703, 811 ms, 199 (MB), Reclaimed Zone : 1, ZLV: 0.646553
[295] :: 2708 ~ 2709, 990 ms, 220 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[296] :: 2719 ~ 2720, 1799 ms, 267 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[297] :: 2720 ~ 2721, 1095 ms, 270 (MB), Reclaimed Zone : 1, ZLV: 0.901017
[298] :: 2721 ~ 2723, 1130 ms, 293 (MB), Reclaimed Zone : 1, ZLV: 0.937996
[299] :: 2723 ~ 2724, 1106 ms, 297 (MB), Reclaimed Zone : 1, ZLV: 0.839101
[300] :: 2725 ~ 2728, 2400 ms, 342 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[301] :: 2728 ~ 2731, 2903 ms, 374 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[302] :: 2731 ~ 2732, 1344 ms, 353 (MB), Reclaimed Zone : 1, ZLV: 0.914166
[303] :: 2732 ~ 2733, 1416 ms, 375 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[304] :: 2733 ~ 2734, 677 ms, 165 (MB), Reclaimed Zone : 1, ZLV: 0.330692
[305] :: 2777 ~ 2777, 249 ms, 25 (MB), Reclaimed Zone : 1, ZLV: 0.100714
[306] :: 2777 ~ 2780, 2287 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[307] :: 2780 ~ 2781, 1745 ms, 334 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[308] :: 2781 ~ 2783, 1344 ms, 337 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[309] :: 2783 ~ 2784, 1482 ms, 369 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[310] :: 2817 ~ 2817, 78 ms, 6 (MB), Reclaimed Zone : 1, ZLV: 0.303922
[311] :: 2817 ~ 2818, 950 ms, 68 (MB), Reclaimed Zone : 1, ZLV: 0.962489
[312] :: 2818 ~ 2821, 2703 ms, 321 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[313] :: 2821 ~ 2822, 858 ms, 222 (MB), Reclaimed Zone : 1, ZLV: 0.466449
[314] :: 2822 ~ 2824, 1569 ms, 388 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[315] :: 2835 ~ 2837, 1547 ms, 262 (MB), Reclaimed Zone : 1, ZLV: 0.993701
[316] :: 2859 ~ 2861, 1864 ms, 158 (MB), Reclaimed Zone : 1, ZLV: 0.806338
[317] :: 2861 ~ 2863, 1788 ms, 270 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[318] :: 2863 ~ 2864, 1219 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[319] :: 2864 ~ 2865, 1353 ms, 346 (MB), Reclaimed Zone : 1, ZLV: 0.978954
[320] :: 2865 ~ 2867, 1465 ms, 381 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[321] :: 2869 ~ 2870, 677 ms, 116 (MB), Reclaimed Zone : 1, ZLV: 0.600900
[322] :: 2900 ~ 2901, 1348 ms, 303 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[323] :: 2906 ~ 2909, 3465 ms, 393 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[324] :: 2909 ~ 2911, 1621 ms, 397 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[325] :: 2911 ~ 2912, 1499 ms, 402 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[326] :: 2912 ~ 2913, 926 ms, 246 (MB), Reclaimed Zone : 1, ZLV: 0.472871
[327] :: 2913 ~ 2915, 1621 ms, 419 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[328] :: 2915 ~ 2916, 1669 ms, 430 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[329] :: 2953 ~ 2953, 392 ms, 45 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[330] :: 2953 ~ 2953, 207 ms, 26 (MB), Reclaimed Zone : 1, ZLV: 0.179245
[331] :: 2953 ~ 2954, 860 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.875000
[332] :: 2957 ~ 2958, 1228 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.520000
[333] :: 2958 ~ 2959, 1221 ms, 178 (MB), Reclaimed Zone : 1, ZLV: 0.526042
[334] :: 2959 ~ 2961, 1422 ms, 331 (MB), Reclaimed Zone : 1, ZLV: 0.982870
[335] :: 2988 ~ 2989, 1701 ms, 335 (MB), Reclaimed Zone : 1, ZLV: 0.961538
[336] :: 2989 ~ 2991, 1317 ms, 344 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[337] :: 2991 ~ 2992, 1468 ms, 388 (MB), Reclaimed Zone : 1, ZLV: 0.946318
[338] :: 2992 ~ 2994, 1625 ms, 423 (MB), Reclaimed Zone : 1, ZLV: 0.999611
[339] :: 2994 ~ 2998, 3795 ms, 354 (MB), Reclaimed Zone : 1, ZLV: 0.913248
[340] :: 2998 ~ 2999, 807 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.225490
[341] :: 2999 ~ 3000, 570 ms, 146 (MB), Reclaimed Zone : 1, ZLV: 0.240690
[342] :: 3000 ~ 3001, 1608 ms, 413 (MB), Reclaimed Zone : 1, ZLV: 0.904980
[343] :: 3001 ~ 3003, 1747 ms, 446 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[344] :: 3003 ~ 3005, 1729 ms, 452 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[345] :: 3077 ~ 3078, 762 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.877551
[346] :: 3078 ~ 3078, 619 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.826531
[347] :: 3078 ~ 3080, 1426 ms, 325 (MB), Reclaimed Zone : 1, ZLV: 0.926711
[348] :: 3080 ~ 3081, 1271 ms, 339 (MB), Reclaimed Zone : 1, ZLV: 0.966501
[349] :: 3081 ~ 3082, 1377 ms, 347 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[350] :: 3082 ~ 3084, 1358 ms, 349 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[351] :: 3084 ~ 3085, 1430 ms, 370 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[352] :: 3089 ~ 3093, 3309 ms, 372 (MB), Reclaimed Zone : 1, ZLV: 0.970667
[353] :: 3136 ~ 3136, 99 ms, 2 (MB), Reclaimed Zone : 1, ZLV: 0.367347
[354] :: 3137 ~ 3137, 719 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.224490
[355] :: 3137 ~ 3139, 1830 ms, 280 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[356] :: 3139 ~ 3140, 1240 ms, 310 (MB), Reclaimed Zone : 1, ZLV: 0.904521
[357] :: 3140 ~ 3142, 1233 ms, 320 (MB), Reclaimed Zone : 1, ZLV: 0.810055
[358] :: 3142 ~ 3143, 1602 ms, 382 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[359] :: 3143 ~ 3145, 1422 ms, 339 (MB), Reclaimed Zone : 1, ZLV: 0.811765
[360] :: 3145 ~ 3146, 1542 ms, 398 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[361] :: 3168 ~ 3168, 624 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[362] :: 3168 ~ 3169, 450 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[363] :: 3177 ~ 3178, 832 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.635802
[364] :: 3178 ~ 3179, 1787 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[365] :: 3179 ~ 3181, 1260 ms, 312 (MB), Reclaimed Zone : 1, ZLV: 0.778481
[366] :: 3227 ~ 3229, 1548 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.888889
[367] :: 3229 ~ 3230, 1081 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[368] :: 3230 ~ 3231, 830 ms, 220 (MB), Reclaimed Zone : 1, ZLV: 0.743590
[369] :: 3231 ~ 3232, 918 ms, 241 (MB), Reclaimed Zone : 1, ZLV: 0.732510
[370] :: 3232 ~ 3233, 1467 ms, 384 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[371] :: 3233 ~ 3234, 1416 ms, 382 (MB), Reclaimed Zone : 1, ZLV: 0.953704
[372] :: 3234 ~ 3236, 1553 ms, 402 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[373] :: 3246 ~ 3248, 1797 ms, 318 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[374] :: 3255 ~ 3257, 1991 ms, 345 (MB), Reclaimed Zone : 1, ZLV: 0.765395
[375] :: 3257 ~ 3258, 1690 ms, 411 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[376] :: 3258 ~ 3260, 1584 ms, 413 (MB), Reclaimed Zone : 1, ZLV: 0.960747
[377] :: 3263 ~ 3267, 4212 ms, 432 (MB), Reclaimed Zone : 1, ZLV: 0.990826
[378] :: 3267 ~ 3269, 2001 ms, 441 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[379] :: 3269 ~ 3271, 1766 ms, 445 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[380] :: 3322 ~ 3322, 80 ms, 5 (MB), Reclaimed Zone : 1, ZLV: 0.470588
[381] :: 3346 ~ 3346, 731 ms, 93 (MB), Reclaimed Zone : 1, ZLV: 0.334077
[382] :: 3346 ~ 3348, 1776 ms, 235 (MB), Reclaimed Zone : 1, ZLV: 0.908579
[383] :: 3348 ~ 3349, 371 ms, 95 (MB), Reclaimed Zone : 1, ZLV: 0.307990
[384] :: 3349 ~ 3350, 1347 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[385] :: 3350 ~ 3351, 1279 ms, 341 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[386] :: 3355 ~ 3356, 960 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[387] :: 3356 ~ 3357, 832 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.511364
[388] :: 3382 ~ 3384, 1620 ms, 291 (MB), Reclaimed Zone : 1, ZLV: 0.958915
[389] :: 3384 ~ 3385, 1170 ms, 309 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[390] :: 3385 ~ 3386, 1179 ms, 299 (MB), Reclaimed Zone : 1, ZLV: 0.946564
[391] :: 3386 ~ 3388, 1242 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[392] :: 3397 ~ 3398, 694 ms, 84 (MB), Reclaimed Zone : 1, ZLV: 0.760547
[393] :: 3398 ~ 3398, 862 ms, 160 (MB), Reclaimed Zone : 1, ZLV: 0.913923
[394] :: 3398 ~ 3400, 1346 ms, 329 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[395] :: 3400 ~ 3401, 1466 ms, 338 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[396] :: 3420 ~ 3421, 500 ms, 67 (MB), Reclaimed Zone : 1, ZLV: 0.730499
[397] :: 3439 ~ 3441, 1629 ms, 157 (MB), Reclaimed Zone : 1, ZLV: 0.993711
[398] :: 3441 ~ 3443, 1999 ms, 224 (MB), Reclaimed Zone : 1, ZLV: 0.817936
[399] :: 3443 ~ 3444, 1528 ms, 380 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[400] :: 3444 ~ 3446, 1601 ms, 392 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[401] :: 3490 ~ 3491, 550 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.523810
[402] :: 3495 ~ 3497, 2363 ms, 345 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[403] :: 3497 ~ 3499, 1389 ms, 310 (MB), Reclaimed Zone : 1, ZLV: 0.792332
[404] :: 3499 ~ 3500, 1542 ms, 378 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[405] :: 3503 ~ 3504, 1763 ms, 308 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[406] :: 3515 ~ 3516, 761 ms, 96 (MB), Reclaimed Zone : 1, ZLV: 0.738240
[407] :: 3516 ~ 3518, 1813 ms, 330 (MB), Reclaimed Zone : 1, ZLV: 0.980377
[408] :: 3518 ~ 3519, 1370 ms, 354 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[409] :: 3519 ~ 3520, 1043 ms, 261 (MB), Reclaimed Zone : 1, ZLV: 0.622812
[410] :: 3568 ~ 3568, 525 ms, 32 (MB), Reclaimed Zone : 1, ZLV: 0.990000
[411] :: 3568 ~ 3570, 1486 ms, 215 (MB), Reclaimed Zone : 1, ZLV: 0.926336
[412] :: 3570 ~ 3572, 2452 ms, 257 (MB), Reclaimed Zone : 1, ZLV: 0.618750
[413] :: 3572 ~ 3574, 1305 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 0.805352
[414] :: 3574 ~ 3575, 1488 ms, 387 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[415] :: 3575 ~ 3577, 1478 ms, 392 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[416] :: 3600 ~ 3601, 1145 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.841880
[417] :: 3604 ~ 3606, 1691 ms, 390 (MB), Reclaimed Zone : 1, ZLV: 0.932420
[418] :: 3612 ~ 3615, 3137 ms, 410 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[419] :: 3615 ~ 3617, 1488 ms, 381 (MB), Reclaimed Zone : 1, ZLV: 0.837295
[420] :: 3617 ~ 3619, 1701 ms, 449 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[421] :: 3619 ~ 3620, 1683 ms, 451 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[422] :: 3620 ~ 3622, 1712 ms, 451 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[423] :: 3622 ~ 3624, 1639 ms, 437 (MB), Reclaimed Zone : 1, ZLV: 0.884615
[424] :: 3624 ~ 3626, 1951 ms, 481 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[425] :: 3628 ~ 3629, 1181 ms, 269 (MB), Reclaimed Zone : 1, ZLV: 0.986836
[426] :: 3665 ~ 3665, 528 ms, 37 (MB), Reclaimed Zone : 1, ZLV: 0.865762
[427] :: 3665 ~ 3667, 1738 ms, 192 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[428] :: 3667 ~ 3668, 580 ms, 147 (MB), Reclaimed Zone : 1, ZLV: 0.539933
[429] :: 3668 ~ 3669, 1170 ms, 287 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[430] :: 3669 ~ 3670, 937 ms, 248 (MB), Reclaimed Zone : 1, ZLV: 0.646961
[431] :: 3670 ~ 3671, 711 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.395229
[432] :: 3697 ~ 3698, 1612 ms, 297 (MB), Reclaimed Zone : 1, ZLV: 0.904939
[433] :: 3698 ~ 3700, 1403 ms, 387 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[434] :: 3703 ~ 3704, 983 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.418367
[435] :: 3704 ~ 3707, 2937 ms, 385 (MB), Reclaimed Zone : 1, ZLV: 0.918696
[436] :: 3707 ~ 3709, 1609 ms, 428 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[437] :: 3779 ~ 3780, 1801 ms, 195 (MB), Reclaimed Zone : 1, ZLV: 0.893565
[438] :: 3780 ~ 3781, 981 ms, 227 (MB), Reclaimed Zone : 1, ZLV: 0.870668
[439] :: 3781 ~ 3782, 826 ms, 208 (MB), Reclaimed Zone : 1, ZLV: 0.656838
[440] :: 3782 ~ 3783, 1022 ms, 270 (MB), Reclaimed Zone : 1, ZLV: 0.685750
[441] :: 3783 ~ 3785, 1338 ms, 352 (MB), Reclaimed Zone : 1, ZLV: 0.993223
[442] :: 3785 ~ 3786, 1248 ms, 328 (MB), Reclaimed Zone : 1, ZLV: 0.878003
[443] :: 3789 ~ 3789, 60 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.490000
[444] :: 3790 ~ 3790, 831 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.130000
[445] :: 3790 ~ 3794, 3738 ms, 376 (MB), Reclaimed Zone : 1, ZLV: 0.828947
[446] :: 3794 ~ 3796, 1663 ms, 425 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[447] :: 3796 ~ 3797, 1604 ms, 425 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[448] :: 3852 ~ 3854, 1066 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.292453
[449] :: 3854 ~ 3855, 1838 ms, 382 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[450] :: 3855 ~ 3857, 1520 ms, 387 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[451] :: 3857 ~ 3859, 1514 ms, 378 (MB), Reclaimed Zone : 1, ZLV: 0.853649
[452] :: 3859 ~ 3860, 1186 ms, 321 (MB), Reclaimed Zone : 1, ZLV: 0.654720
[453] :: 3876 ~ 3878, 1637 ms, 201 (MB), Reclaimed Zone : 1, ZLV: 0.892709
[454] :: 3878 ~ 3879, 1013 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 0.949000
[455] :: 3879 ~ 3880, 1632 ms, 408 (MB), Reclaimed Zone : 1, ZLV: 0.995053
[456] :: 3880 ~ 3882, 1526 ms, 393 (MB), Reclaimed Zone : 1, ZLV: 0.937073
[457] :: 3886 ~ 3888, 2115 ms, 165 (MB), Reclaimed Zone : 1, ZLV: 0.339623
[458] :: 3888 ~ 3890, 2093 ms, 417 (MB), Reclaimed Zone : 1, ZLV: 0.966825
[459] :: 3890 ~ 3892, 1764 ms, 435 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[460] :: 3892 ~ 3893, 1848 ms, 440 (MB), Reclaimed Zone : 1, ZLV: 0.997748
[461] :: 3923 ~ 3924, 448 ms, 75 (MB), Reclaimed Zone : 1, ZLV: 0.584011
[462] :: 3931 ~ 3933, 2399 ms, 236 (MB), Reclaimed Zone : 1, ZLV: 0.710556
[463] :: 3933 ~ 3935, 1759 ms, 317 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[464] :: 3935 ~ 3936, 1393 ms, 345 (MB), Reclaimed Zone : 1, ZLV: 0.965027
[465] :: 3936 ~ 3938, 1681 ms, 420 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[466] :: 3938 ~ 3940, 1466 ms, 388 (MB), Reclaimed Zone : 1, ZLV: 0.865788
[467] :: 3940 ~ 3941, 1773 ms, 433 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[468] :: 3963 ~ 3965, 1961 ms, 376 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[469] :: 3965 ~ 3967, 1614 ms, 435 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[470] :: 3978 ~ 3980, 2217 ms, 317 (MB), Reclaimed Zone : 1, ZLV: 0.622026
[471] :: 3980 ~ 3982, 1667 ms, 398 (MB), Reclaimed Zone : 1, ZLV: 0.842017
[472] :: 3982 ~ 3984, 1884 ms, 452 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[473] :: 3984 ~ 3985, 1873 ms, 461 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[474] :: 3998 ~ 4000, 1167 ms, 238 (MB), Reclaimed Zone : 1, ZLV: 0.688206
[475] :: 4015 ~ 4016, 910 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.920792
[476] :: 4016 ~ 4019, 2921 ms, 375 (MB), Reclaimed Zone : 1, ZLV: 0.971908
[477] :: 4019 ~ 4020, 1600 ms, 400 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[478] :: 4075 ~ 4075, 367 ms, 34 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[479] :: 4081 ~ 4082, 1175 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 0.899038
[480] :: 4082 ~ 4083, 1068 ms, 286 (MB), Reclaimed Zone : 1, ZLV: 0.875433
[481] :: 4087 ~ 4089, 2417 ms, 317 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[482] :: 4089 ~ 4091, 1167 ms, 319 (MB), Reclaimed Zone : 1, ZLV: 0.841331
[483] :: 4091 ~ 4092, 1499 ms, 363 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[484] :: 4092 ~ 4093, 1316 ms, 343 (MB), Reclaimed Zone : 1, ZLV: 0.916667
[485] :: 4097 ~ 4100, 3081 ms, 261 (MB), Reclaimed Zone : 1, ZLV: 0.982319
[486] :: 4100 ~ 4101, 1560 ms, 287 (MB), Reclaimed Zone : 1, ZLV: 0.747572
[487] :: 4101 ~ 4103, 1499 ms, 370 (MB), Reclaimed Zone : 1, ZLV: 0.941778
[488] :: 4103 ~ 4105, 1743 ms, 408 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[489] :: 4145 ~ 4145, 444 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.925620
[490] :: 4170 ~ 4171, 1124 ms, 103 (MB), Reclaimed Zone : 1, ZLV: 0.631854
[491] :: 4171 ~ 4172, 778 ms, 153 (MB), Reclaimed Zone : 1, ZLV: 0.495092
[492] :: 4172 ~ 4173, 1232 ms, 321 (MB), Reclaimed Zone : 1, ZLV: 0.844720
[493] :: 4173 ~ 4174, 1115 ms, 288 (MB), Reclaimed Zone : 1, ZLV: 0.698495
[494] :: 4174 ~ 4175, 421 ms, 106 (MB), Reclaimed Zone : 1, ZLV: 0.159314
[495] :: 4191 ~ 4194, 2660 ms, 242 (MB), Reclaimed Zone : 1, ZLV: 0.548334
[496] :: 4194 ~ 4195, 1487 ms, 319 (MB), Reclaimed Zone : 1, ZLV: 0.793940
[497] :: 4195 ~ 4196, 1342 ms, 363 (MB), Reclaimed Zone : 1, ZLV: 0.840048
[498] :: 4196 ~ 4198, 1567 ms, 410 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[499] :: 4225 ~ 4227, 1829 ms, 331 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[500] :: 4227 ~ 4227, 442 ms, 109 (MB), Reclaimed Zone : 1, ZLV: 0.235939
[501] :: 4227 ~ 4229, 1548 ms, 381 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[502] :: 4233 ~ 4234, 1110 ms, 93 (MB), Reclaimed Zone : 1, ZLV: 0.906084
[503] :: 4234 ~ 4235, 1487 ms, 204 (MB), Reclaimed Zone : 1, ZLV: 0.441128
[504] :: 4235 ~ 4240, 4045 ms, 447 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[505] :: 4240 ~ 4241, 1709 ms, 452 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[506] :: 4241 ~ 4243, 1760 ms, 470 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[507] :: 4268 ~ 4269, 438 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.805147
[508] :: 4277 ~ 4279, 1815 ms, 165 (MB), Reclaimed Zone : 1, ZLV: 0.838374
[509] :: 4279 ~ 4280, 793 ms, 97 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[510] :: 4280 ~ 4281, 1341 ms, 299 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[511] :: 4281 ~ 4282, 1286 ms, 322 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[512] :: 4312 ~ 4314, 1363 ms, 317 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[513] :: 4314 ~ 4315, 1067 ms, 289 (MB), Reclaimed Zone : 1, ZLV: 0.848506
